step,q1,q2,cv,q3,ch,mse,log_mse,mae,log_mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,learned_drift_length
20,1.7179891342129694e-06,-4.166195700530727,9.703698207045084e-05,-2.49595169494712e-06,9.143404560979745e-05,6.560540555256011e-08,-16.539608001708984,0.00031977618345990777,-8.047889709472656,4.267248004907742e-05,9.378949471283704e-05,0.00032954654307104647,3.7081837945152074e-05,0.002603700035251677,0.0,0.0,0.00016595813212916255,0.6000000397409028
21,8.37142079561714e-07,0.9919443440169708,-7.691352427145023e-05,1.8037485111044592e-06,-8.47826516571404e-05,2.845324331701704e-08,-17.375003814697266,0.00025727105094119906,-8.265379905700684,-3.73293187294621e-05,-7.726005424046889e-05,0.00016974810569081455,0.00011561521387193352,0.0024426999734714627,0.0,0.0,0.00016595813212916255,0.6000000397409028
22,2.1944172294964173e-05,2.692929648805778,0.0011660771885800077,0.0005142676038308806,0.001161597632878365,1.577266175445402e-06,-13.359817504882812,0.001787463086657226,-6.326957702636719,0.0005233133560977876,0.001134183956310153,0.00011793013254646212,0.00014200134319253266,0.002108599990606308,0.0,0.0,0.00016595813212916255,0.6000000397409028
23,1.1074333157719022e-06,-6.763881492440553,7.4481366337607416e-06,-5.046309035465494e-06,7.838327260254146e-07,8.47527417136007e-08,-16.283527374267578,0.00021772434411104769,-8.432280540466309,2.241207312181359e-06,7.15583792043617e-06,0.0004115420742891729,5.112535745865898e-06,0.004072100040502846,0.0,0.0,0.00016595813212916255,0.6000000397409028
24,-2.5614874264671006e-05,-0.6132044024179159,2.894236161670369e-06,8.8818255956336e-05,-3.3176861953150645e-06,2.8125507256504534e-08,-17.38658905029297,0.00015644630184397101,-8.762797355651855,-4.5279375626705587e-07,1.0069376230603666e-06,0.00021904475579503924,9.092839172808453e-05,0.0021083999890834093,0.0,0.0,0.00015644630184397101,0.6000000397409028
25,0.00016836386149713913,-18.037586790870016,6.205255327965777e-05,4.711934536584724e-06,-5.685661231092658e-05,3.218151221062726e-07,-14.949288368225098,0.00055777991656214,-7.491546154022217,-2.2076657842262648e-05,6.339559331536293e-05,0.0007792835822328925,0.00016533175949007273,0.0038560000248253345,0.0,0.0,0.00015644630184397101,0.6000000397409028
26,9.878415294594138e-07,-4.560821443317417,-3.8061433579559414e-07,-3.990937999205659e-06,1.2099272722948808e-06,5.895279642231799e-08,-16.646528244018555,0.00018977589206770062,-8.569666862487793,2.126226718246471e-06,-1.0833811074917321e-06,0.0003419372078496963,3.119534449069761e-05,0.002622899948619306,0.0,0.0,0.00015644630184397101,0.6000000397409028
27,1.889216287696386e-06,6.659969951696252,2.2675777076504803e-05,-4.690868283976835e-06,1.4532211840128026e-05,2.127257836548324e-08,-17.665847778320312,0.00012942554894834757,-8.952404975891113,6.608504463656573e-06,1.8206534150522202e-05,4.840420388063649e-06,0.00020438058709260076,0.0053820000030100346,0.0,0.0,0.00012942554894834757,0.6000000397409028
28,-1.864055859902525e-06,-5.191952315010952,-0.000305877068649069,-1.664142569797927e-06,-0.00016144334773232042,1.5999025038127002e-07,-15.648153305053711,0.0005615832633338869,-7.484750747680664,-7.098020432749763e-05,-0.0002987680782098323,0.00036180272581987083,2.186729216191452e-05,0.0026706999633461237,0.0,0.0,0.00012942554894834757,0.6000000397409028
29,8.130779193920373e-07,-6.729156326544544,-0.00012846615110303982,-3.342415659630043e-06,0.00012984217972432857,1.0359756430489142e-07,-16.082752227783203,0.0003933628322556615,-7.840778350830078,6.0312602727208287e-05,-0.00012537009024526924,0.0004104392428416759,4.921041181660257e-06,0.0021480999421328306,0.0,0.0,0.00012942554894834757,0.6000000397409028
30,3.445473182284201e-06,-3.26878589311841,0.00019028263763242584,-1.4948539687402888e-06,-0.0001720307589087799,8.651729643815997e-08,-16.262922286987305,0.00043647323036566377,-7.736783504486084,-7.601047400385141e-05,0.00018445472232997417,0.0003014565445482731,5.05595380673185e-05,0.0024269999703392386,0.0,0.0,0.00012942554894834757,0.6000000397409028
31,0.0002075325040146395,25.530703406329486,-7.374560512340938e-05,-0.00025228203830621204,2.9437939710510774e-05,2.8513710503830225e-07,-15.070295333862305,0.0006200299831107259,-7.385742664337158,1.0954112440231256e-05,-8.156495459843427e-05,0.000537334883119911,0.00051768688717857,0.002587999915704131,0.0,0.0,0.00012942554894834757,0.6000000397409028
32,4.666568165656988e-05,-4.80911604601405,-7.710618849869013e-05,0.0004190683592063709,-8.298961974822792e-05,6.856069489913352e-08,-16.495546340942383,0.0003001751028932631,-8.11114501953125,-3.572921559680253e-05,-7.582297257613391e-05,0.00034973278525285423,2.7513029635883868e-05,0.0034165000542998314,0.0,0.0,0.00012942554894834757,0.6000000397409028
33,5.650961635120611e-05,-7.827987953748644,8.906026766800745e-05,-2.4515700527243593e-05,-8.716345829990565e-05,1.0832646069047769e-07,-16.038116455078125,0.00035616749664768577,-7.9401092529296875,-3.718577863764949e-05,8.701806655153632e-05,0.0004454218433238566,1.850544686021749e-05,0.0019474999280646443,0.0,0.0,0.00012942554894834757,0.6000000397409028
34,1.5186788908251215e-06,-3.9083483258837495,5.304779821734135e-05,-2.820837147706502e-06,-5.198706980248826e-05,5.557073734507867e-08,-16.705608367919922,0.0002539342676755041,-8.278434753417969,-2.1902646039961837e-05,5.082853022031486e-05,0.00032146324519999325,4.09429230785463e-05,0.00551739998627454,0.0,0.0,0.00012942554894834757,0.6000000397409028
35,-4.607746542784524e-06,-25.441337260242964,-0.000301517710212499,-0.00023748963611044705,-0.00023098697014671795,6.612900733671268e-07,-14.229073524475098,0.0010380302555859089,-6.8704304695129395,-9.932406101142988e-05,-0.0002892043848987669,0.0010315135587006807,0.0002674901334103197,0.00258819991722703,0.0,0.0,0.00012942554894834757,0.6000000397409028
36,0.011202064844798533,-29.781824328106214,0.00233023954968858,0.0029368582762059623,0.0023293279715027723,7.05029515302158e-06,-11.862441062927246,0.004085193388164043,-5.5003862380981445,0.0010534795001149178,0.0022779852151870728,0.0011816920014098287,0.00032576487865298986,0.002606599940918386,0.0,0.0,0.00012942554894834757,0.6000000397409028
37,7.65229329138287e-07,-6.180526917704362,-0.00018840477501159492,-2.254916786374663e-07,0.0001980657510288652,1.1938351462958963e-07,-15.940924644470215,0.00047544523840770125,-7.651258945465088,9.09365335246548e-05,-0.00018396061204839498,0.00039303972152993083,8.05644322099397e-06,0.0020929999882355332,0.0,0.0,0.00012942554894834757,0.6000000397409028
38,0.0008333438983533373,-16.96913364985364,0.0004370304002685084,0.00022972475467744765,-0.0004305034736245857,5.07748779909889e-07,-14.493279457092285,0.0010659937979653478,-6.843847751617432,-0.00019037530000787228,0.00042872410267591476,0.0007435205625370145,0.0001502681989222765,0.0026235999539494514,0.0,0.0,0.00012942554894834757,0.6000000397409028
39,1.526514703375827e-06,-2.6478241724008402,-9.732704237287309e-06,-3.1648054719196374e-06,-1.4753465895826198e-05,4.1727620470055626e-08,-16.992101669311523,0.00018707028357312083,-8.584026336669922,-5.321034677763237e-06,-1.0733368981163949e-05,0.00028209094307385385,5.994082675897516e-05,0.0053579999366775155,0.0,0.0,0.00012942554894834757,0.6000000397409028
40,1.7040868371955995e-06,-0.7255800011560701,-3.8586811690213916e-05,-2.1212517864351e-06,-4.44976878643925e-05,3.064713993694568e-08,-17.30072593688965,0.00021423317957669497,-8.448445320129395,-1.8968516087625176e-05,-3.9405396819347516e-05,0.00022251089103519917,8.920763502828777e-05,0.002637599944137037,0.0,0.0,0.00012942554894834757,0.6000000397409028
41,1.5950219714126827e-06,-6.1679942525010825,-2.160017157718835e-06,-7.767264872331223e-07,2.443386907800121e-06,7.713193639347082e-08,-16.377748489379883,0.0002057064266409725,-8.489060401916504,2.904725533880992e-06,-2.375428039158578e-06,0.0003926427161786705,8.209848601836711e-06,0.005412700003944337,0.0,0.0,0.00012942554894834757,0.6000000397409028
42,-0.00014647414991198173,-29.999994282997523,-4.927012739041369e-06,-7.790228851613141e-06,-2.8178481831794227e-06,7.633148584318405e-07,-14.08559513092041,0.0007649308536201715,-7.175724983215332,4.055050794704584e-06,1.091845660994295e-06,0.0011910907924175262,0.0003284771228209138,0.005309500033035874,0.0,0.0,0.00012942554894834757,0.6000000397409028
43,2.855045388787226e-07,-2.730793556326244,-0.000408857132805535,-2.680447549465425e-06,-0.00041457031500174036,2.3643630697733897e-07,-15.257587432861328,0.0007567638531327248,-7.186459541320801,-0.00018522722530178726,-0.00039985650801099837,0.00028467518859542906,5.868506195838563e-05,0.00210679997690022,0.0,0.0,0.00012942554894834757,0.6000000397409028
44,1.5156168975417493e-06,-3.3318054115665223,-0.00012887755005737742,-2.694897031830298e-06,-0.00012725515447515175,6.643868744049541e-08,-16.526987075805664,0.00035907916026189923,-7.931967735290527,-5.58527754037641e-05,-0.00012670891010202467,0.00030342527315951884,4.960970181855373e-05,0.0020594000816345215,0.0,0.0,0.00012942554894834757,0.6000000397409028
45,3.0236900610254833e-05,-0.5652578010538631,-5.2741071190472546e-05,-3.4910232808350642e-06,-5.8333532738780253e-05,3.1339983053157994e-08,-17.278371810913086,0.00023308185336645693,-8.364120483398438,-2.5216442736564204e-05,-5.3251020290190354e-05,0.0002175654226448387,9.166336531052366e-05,0.0019998999778181314,0.0,0.0,0.00012942554894834757,0.6000000397409028
46,1.5996774425972508e-06,4.259321350125751,-5.719767686492626e-05,-1.7742489699054977e-06,5.708932329496992e-05,2.0511555121061065e-08,-17.70227813720703,0.00020361259521450847,-8.49929141998291,2.6075953428517096e-05,-5.8973040722776204e-05,7.064227247610688e-05,0.00016648492601234466,0.005403799936175346,0.0,0.0,0.00012942554894834757,0.6000000397409028
47,5.570453037898716e-06,8.898024526391135,3.179017245605074e-05,1.0529174632836953e-05,-3.4814947488959574e-05,3.207477305977591e-08,-17.25519561767578,0.00019627601432148367,-8.535988807678223,-1.5889665519353002e-05,2.6436046027811244e-05,6.779501563869417e-05,0.00024010558263398707,0.0025168999563902617,0.0,0.0,0.00012942554894834757,0.6000000397409028
48,-8.536200726074223e-06,-5.366053485957023,6.885436754282886e-05,1.2380646112535802e-06,6.376294933133967e-05,7.300369730955936e-08,-16.432756423950195,0.0002903392305597663,-8.144460678100586,3.0386823709704913e-05,6.664304964942858e-05,0.0003672936582006514,1.9325048924656585e-05,0.005321799893863499,0.0,0.0,0.00012942554894834757,0.6000000397409028
49,1.7068869148825087e-06,-2.5439845437326265,3.007359144711993e-05,-2.8849296474768204e-06,-3.151574646964437e-05,4.1725492394562025e-08,-16.99215316772461,0.0002111128851538524,-8.463117599487305,-1.2878306733909994e-05,2.8048763851984404e-05,0.00027885823510587215,6.151339039206505e-05,0.002151499968022108,0.0,0.0,0.00012942554894834757,0.6000000397409028
50,1.5422070868776907e-05,0.5946318732520861,0.0005839391843285203,9.527064622023761e-08,-0.0012069834097703728,6.382900892276666e-07,-14.264472961425781,0.001255149720236659,-6.680500507354736,-0.0005422660615295172,0.0005671841208823025,0.00018191321578342468,0.00010948600538540632,0.0025763000594452024,0.0,0.0,0.00012942554894834757,0.6000000397409028
51,0.00015555857895834828,-9.022375989878826,-0.000322010173899476,-3.749883432579728e-06,-0.00032156211643448777,2.3615800159859646e-07,-15.25876522064209,0.0007156940991990268,-7.242257595062256,-0.00014249671949073672,-0.00031345136812888086,0.0004836498701479286,3.584217483876273e-05,0.00540319993160665,0.0,0.0,0.00012942554894834757,0.6000000397409028
52,0.0002764966934372936,-8.60195100486861,0.0008071895617011211,-0.004202957497476059,-0.0007960139475669521,8.576824939154903e-07,-13.969032287597656,0.0013933856971561909,-6.576018810272217,-0.0003560589684639126,0.0007873273571021855,0.000470272934762761,2.9725832064286806e-05,0.002053300035186112,0.0,0.0,0.00012942554894834757,0.6000000397409028
53,2.4803037394869346e-05,-3.7405378929239395,-2.3852112287569692e-05,-2.6148265294343003e-05,-2.7261129526811178e-05,5.163993321843918e-08,-16.77897071838379,0.00021482878946699202,-8.445669174194336,-1.0799135452543851e-05,-2.4195463993237354e-05,0.00031620703521184623,4.346137211541645e-05,0.0024483000161126256,0.0,0.0,0.00012942554894834757,0.6000000397409028
54,2.4358543704389097e-06,1.4611460029770216,-0.00011173194094223766,-1.3327249604263773e-05,-9.547557598477454e-05,3.380308655209774e-08,-17.202713012695312,0.00029268674552440643,-8.136407852172852,-4.220433038426563e-05,-0.00011134147644042969,0.0001554123155074194,0.00012286953278817236,0.0027162000769749284,0.0,0.0,0.00012942554894834757,0.6000000397409028
55,-1.6203399450945815e-05,-2.195875470714806,6.91638675314158e-05,-1.3434626919797839e-05,-4.932186345709982e-05,4.2954624746016634e-08,-16.96312141418457,0.00025441625621169806,-8.276538848876953,-2.093876537401229e-05,6.606443639611825e-05,0.0002680339093785733,6.67921849526465e-05,0.002646900014951825,0.0,0.0,0.00012942554894834757,0.6000000397409028
56,3.769776328176202e-06,2.331597748181639,6.782392720244608e-05,5.6671348828888455e-06,-6.905223084170253e-05,2.2562563373185185e-08,-17.60697364807129,0.00022654730128124356,-8.392557144165039,-3.043068863917142e-05,6.347700400510803e-05,0.00012890610378235579,0.00013637311349157244,0.002728799940086901,0.0,0.0,0.00012942554894834757,0.6000000397409028
57,2.469673571424411e-06,3.0676411908672585,3.4689923216531434e-05,-4.832510079863013e-07,-0.00011591469238623589,2.0231059494335568e-08,-17.716047286987305,0.000209789170185104,-8.469407081604004,-5.1617229473777115e-05,3.096042200922966e-05,0.00010658622340997681,0.00014783680671826005,0.005418200045824051,0.0,0.0,0.00012942554894834757,0.6000000397409028
58,8.263371548243126e-07,-11.346149141836053,0.005912237532315966,-2.0626949984723196e-05,0.004328800050916373,3.7204637919785455e-05,-10.199077606201172,0.008030245080590248,-4.824540138244629,0.0019504966912791133,0.0057655624113976955,0.0005586748593486845,6.96971983416006e-05,0.002575600054115057,0.0,0.0,0.00012942554894834757,0.6000000397409028
59,-0.0012243679611704437,-12.964319160759056,-0.00027835573292537993,-4.478971011274687e-06,0.0002580652912184763,2.78247398455278e-07,-15.094755172729492,0.000741036725230515,-7.207460403442383,0.00011889891902683303,-0.0002698316238820553,0.0006115005235187709,9.311180474469438e-05,0.00256159994751215,0.0,0.0,0.00012942554894834757,0.6000000397409028
60,-0.00020592609197819372,-17.969321885914315,0.00047055996803537,-0.00013217076865162746,0.00047305299937950543,5.75362435029092e-07,-14.368266105651855,0.0011487501906231046,-6.769080638885498,0.00021637276222463697,0.000461671210359782,0.0007770403753966093,0.00016437200247310102,0.0025918999454006553,0.0,0.0,0.00012942554894834757,0.6000000397409028
61,-3.2810403706815e-05,-1.6108305080272016,0.00017307551325497896,-5.607761860197118e-05,0.0001691904450428267,6.802279983730841e-08,-16.5034236907959,0.00040731162880547345,-7.80593204498291,7.731177902314812e-05,0.00016721413703635335,0.0002498829271644354,7.568853470729664e-05,0.002464899909682572,0.0,0.0,0.00012942554894834757,0.6000000397409028
62,2.4286014730397124e-06,4.094576676802116,0.0006203763881929939,-1.3736158976294065e-06,-0.0006248157160902917,4.571688236865157e-07,-14.598213195800781,0.0010022168280556798,-6.905540943145752,-0.0002807594428304583,0.0006017091800458729,7.559594087069854e-05,0.00016390047676395625,0.0028832999523729086,0.0,0.0,0.00012942554894834757,0.6000000397409028
63,4.010172537534543e-06,8.933869772447782,-3.5177771797249136e-05,-2.6560993237008095e-07,-4.339091800212417e-05,3.32345280185109e-08,-17.219676971435547,0.00021338590886443853,-8.452407836914062,-1.975350096472539e-05,-3.886828199028969e-05,6.884760659886524e-05,0.00024068064521998167,0.002617600024677813,0.0,0.0,0.00012942554894834757,0.6000000397409028
64,0.00025481376241858817,4.940158817400532,-6.047138237098375e-08,0.00011191865880988486,-5.923770394190625e-06,1.6978146888391166e-08,-17.891338348388672,0.00011954150977544487,-9.03184700012207,-2.3701927602814976e-06,-3.4613021853147075e-06,5.0223137805005535e-05,0.00017719688185025007,0.0025556000182405114,0.0,0.0,0.00011954150977544487,0.6000000397409028
65,1.5889757100672116e-05,5.390337899761437,-0.0015634845166753789,1.2731494628011066e-05,0.0015729251453431047,2.8535680485219928e-06,-12.766940116882324,0.002346531953662634,-6.054816722869873,0.0007080523064360023,-0.001527930609881878,3.681307134684175e-05,0.00018428463954478502,0.002130099921487272,0.0,0.0,0.00011954150977544487,0.6000000397409028
66,1.3353276292600555e-06,-4.876066495047844,8.964347327384704e-05,-3.0078755859758293e-06,6.801414910202926e-05,7.082082476017604e-08,-16.463111877441406,0.000308194721583277,-8.084778785705566,3.223181556677446e-05,8.677724690642208e-05,0.0003518523008096963,2.6519026505411603e-05,0.0024765999987721443,0.0,0.0,0.00011954150977544487,0.6000000397409028
67,-1.608412423912025e-06,-3.1225285547230883,-6.797185705876756e-06,-0.00016583788599905443,-2.9423421632637664e-05,4.566548028606121e-08,-16.90192413330078,0.000194425112567842,-8.545463562011719,-1.1857278877869248e-05,-7.738787644484546e-06,0.00029689379152841866,5.276430238154717e-05,0.0020909999730065465,0.0,0.0,0.00011954150977544487,0.6000000397409028
68,4.748137296444048e-06,-2.91663252233538,1.6056021586062544e-05,1.0793254401399755e-05,-1.7729232262642563e-05,4.40001244328414e-08,-16.93907356262207,0.00019427965162321925,-8.546212196350098,-6.623218723689206e-06,1.448565126338508e-05,0.0002904665598180145,5.5875032558105886e-05,0.002484199940226972,0.0,0.0,0.00011954150977544487,0.6000000397409028
69,-8.005970040427233e-07,-3.594986807622565,0.0010740093547940972,-6.802054354224045e-05,-0.0009798892064643591,1.3372550711210351e-06,-13.52489185333252,0.0016643303679302335,-6.398332595825195,-0.00043950180406682193,0.0010461773490533233,0.00031165455584414303,4.564778646454215e-05,0.002742899931035936,0.0,0.0,0.00011954150977544487,0.6000000397409028
70,7.176265737387874e-06,-1.179286221354251,-0.00029140753140646764,-2.4801679098617065e-06,0.0002985447097808036,1.3137487542280724e-07,-15.845211029052734,0.0005806373665109277,-7.4513840675354,0.00013546230911742896,-0.00028577784541994333,0.0002365230320720002,8.227142097894102e-05,0.0021370999747887254,0.0,0.0,0.00011954150977544487,0.6000000397409028
71,9.981273582325692e-07,-2.0222610069061324,-8.061919889656942e-05,-2.2216561816053664e-06,-0.0001007004877353456,4.524718733023292e-08,-16.91112518310547,0.00029014068422839046,-8.14514446258545,-4.4082917156629264e-05,-8.002264075912535e-05,0.00026264050393365324,6.94297268637456e-05,0.002473599975928664,0.0,0.0,0.00011954150977544487,0.6000000397409028
72,-1.3016244375214878e-05,8.482347114577129,9.079793917178783e-05,-9.106415337940036e-07,0.0001097984051864258,3.8287808479253727e-08,-17.078134536743164,0.00027784210396930575,-8.188457489013672,4.924032327835448e-05,8.409118163399398e-05,5.5580560001544654e-05,0.00023344065994024277,0.005395099986344576,0.0,0.0,0.00011954150977544487,0.6000000397409028
73,7.986193272963549e-06,2.219855697107385,-5.053788907512123e-06,-2.11719080069104e-05,2.2323268174405867e-06,1.7875130708944198e-08,-17.839855194091797,0.0001426784583600238,-8.8549165725708,1.6623341707600048e-06,-7.546824235760141e-06,0.00013230233162175864,0.00013463625509757549,0.005328699946403503,0.0,0.0,0.00011954150977544487,0.6000000397409028
74,-0.00011404685625863309,8.552343415063861,-0.0016005738603898177,-6.524558220850239e-07,-0.0016136088402288105,3.0059618438826874e-06,-12.714913368225098,0.0024374155327677727,-6.016817092895508,-0.000726301979739219,-0.0015650168061256409,5.763537046732381e-05,0.0002345583343412727,0.002709200023673475,0.0,0.0,0.00011954150977544487,0.6000000397409028
75,1.8858329292436683e-05,-0.3686088147022073,0.0005217751432154886,-2.519021850684002e-05,-0.0005204303603576889,3.3811903676905786e-07,-14.89986801147461,0.000893125485163182,-7.020783424377441,-0.00023318671446759254,0.0005068465252406895,0.00021150746033526957,9.467707423027605e-05,0.001968699973076582,0.0,0.0,0.00011954150977544487,0.6000000397409028
76,2.0567651841192714e-06,-1.8239073472043201,0.00033658832621222506,-1.3884295845850608e-06,0.00033259116815332777,1.6501098798471503e-07,-15.617254257202148,0.0006420359713956714,-7.350866317749023,0.00015087120118550956,0.000326699111610651,0.0002564853639341891,7.244588050525635e-05,0.0020078999223187566,0.0,0.0,0.00011954150977544487,0.6000000397409028
77,3.3268810034012055e-05,-7.012834258360647,-3.7920446391589704e-05,-5.546919355596796e-06,-4.130858966918952e-05,8.964509135012122e-08,-16.227407455444336,0.0002671273541636765,-8.227785110473633,-1.6665529983583838e-05,-3.70104426110629e-05,0.00041945159318856895,7.451163128280314e-06,0.005053299944847822,0.0,0.0,0.00011954150977544487,0.6000000397409028
78,-2.645759357665425e-05,-7.337698714523983,6.880007588094841e-05,4.089068310752953e-05,1.0187343750409864e-05,9.697789948859281e-08,-16.14878273010254,0.00029438920319080353,-8.130607604980469,6.553208550030831e-06,6.71308662276715e-05,0.000429792795330286,1.1617478776315693e-05,0.0027900999411940575,0.0,0.0,0.00011954150977544487,0.6000000397409028
