step,q1,q2,cv,q3,ch,mse,log_mse,mae,log_mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,learned_drift_length
15,1.2368341510318317e-05,-9.800996375284177,-0.00028189176441723853,4.0350473822912985e-05,0.00044127488248313796,2.4600490178272594e-07,-15.217914581298828,0.0007529704598709941,-7.191484451293945,0.00020089031022507697,-0.0002741258358582854,0.0005087018362246454,4.720676952274516e-05,0.0021042999578639865,0.0,0.0,0.00017351825954392552,0.6825970206570525
16,2.009733846324131e-06,0.25089441591305855,5.853496341278204e-05,-2.078454435802567e-06,-6.510216059547495e-05,2.7779588407383926e-08,-17.398963928222656,0.00023171101929619908,-8.370019912719727,-2.8372989618219435e-05,5.50124459550716e-05,0.0001924585085362196,0.00010419265163363889,0.002051200019195676,0.0,0.0,0.00017351825954392552,0.6825970206570525
17,9.46222496221909e-07,-7.303071936802915,-1.5101425842633617e-05,-3.3829760301985646e-06,-3.893836619325654e-06,9.216507379505856e-08,-16.199684143066406,0.00023481331299990416,-8.356719970703125,2.1181631382205524e-07,-1.4682617802463938e-05,0.00042868941091001034,1.1148333214805461e-05,0.005441299988888204,0.0,0.0,0.00017351825954392552,0.6825970206570525
18,2.0893911003155123e-06,-1.884724271929881,-1.038554997594589e-05,-2.38482827682247e-06,2.8385546873403186e-06,3.607601328781129e-08,-17.137638092041016,0.00017902055697049946,-8.628009796142578,2.4908424620662117e-06,-1.1583376362978015e-05,0.0002583719324320555,7.15207279426977e-05,0.0021100000012665987,0.0,0.0,0.00017351825954392552,0.6825970206570525
19,6.700879642713053e-07,-9.144952046650662,0.0007386201924970355,-3.80861269601981e-06,0.0007509402255607137,7.546867095697962e-07,-14.096962928771973,0.0013234581565484405,-6.627507209777832,0.00034014671109616756,0.0007206963491626084,0.00048759739729575813,3.7632857129210606e-05,0.005356300040148199,0.0,0.0,0.00017351825954392552,0.6825970206570525
20,7.972313964504569e-07,5.197598604625224,-0.00017971228988659986,-1.0778498266012411e-07,0.00016978985481218411,5.514008449836183e-08,-16.713388442993164,0.0003672598977573216,-7.909440994262695,7.666694727959111e-05,-0.0001786962675396353,4.254948362358846e-05,0.0001812439295463264,0.0021198999602347612,0.0,0.0,0.00017351825954392552,0.6825970206570525
21,4.361640840319088e-06,-2.244575294992616,-0.0004452536790496176,-8.324674313864251e-06,-0.0003389523038874263,2.510323326987418e-07,-15.197684288024902,0.0007545445114374161,-7.189396381378174,-0.00015126579091884196,-0.0004354789562057704,0.00026954602799378335,6.605343514820561e-05,0.0026160000124946237,0.0,0.0,0.00017351825954392552,0.6825970206570525
22,1.6026323855353813e-06,-5.847465387623638,3.460387090908837e-05,1.9840844860212846e-05,4.6974127093406194e-05,7.486879383122869e-08,-16.407527923583984,0.00025375629775226116,-8.279136657714844,2.2898857423570007e-05,3.338132955832407e-05,0.000382498576072976,1.2453633644327056e-05,0.002633499912917614,0.0,0.0,0.00017351825954392552,0.6825970206570525
23,-8.960616748244277e-05,-3.9539328950617394,-0.0006693841576175055,2.482559927304868e-05,0.0006243817440590666,5.598324150923872e-07,-14.395627975463867,0.001117577194236219,-6.7965922355651855,0.00028246964211575687,-0.0006535303546115756,0.0003228963178116828,4.025806629215367e-05,0.002562299952842295,0.0,0.0,0.00017351825954392552,0.6825970206570525
24,0.000415522549413578,1.350100653527077,-0.004581698511524118,0.001407797976770973,0.004569820538687691,2.4229982955148444e-05,-10.627920150756836,0.0066668372601270676,-5.0106096267700195,0.0020571935456246138,-0.00446967501193285,0.00015876129327807575,0.00012117528240196407,0.002575600054115057,0.0,0.0,0.00017351825954392552,0.6825970206570525
25,-7.301472455717359e-06,-8.106166746920866,-9.08628699294112e-05,8.50683190665958e-05,8.347004922790616e-05,1.1282550360647292e-07,-15.99742317199707,0.0003663808456622064,-7.911837100982666,3.963845665566623e-05,-8.833143510855734e-05,0.0004543092509265989,2.251268051622901e-05,0.002535599982365966,0.0,0.0,0.00017351825954392552,0.6825970206570525
26,-0.0005362696608467829,-20.340768386359883,-0.0008777737588961679,1.9572594542029227e-05,0.0009017454056624869,1.2809337022190448e-06,-13.56792163848877,0.0017891897587105632,-6.325992584228516,0.0004096361808478832,-0.0008523431024514139,0.000856895640026778,0.00019752519438043237,0.0020438000792637467,0.0,0.0,0.00017351825954392552,0.6825970206570525
27,1.023129151551396e-05,-10.199740962015118,2.0088592555338383e-06,-5.496979301903735e-06,2.986961918178181e-06,1.3744163140927412e-07,-15.800066947937012,0.000293794902972877,-8.132628440856934,3.717415893333964e-06,2.784911657727207e-06,0.0005215638666413724,5.30212746525649e-05,0.002070999937132001,0.0,0.0,0.00017351825954392552,0.6825970206570525
28,0.0001948725974681141,-19.148286848622682,-6.313358985203907e-05,-0.001150642217044342,5.816478576790344e-05,3.540929469636467e-07,-14.853706359863281,0.0005869799642823637,-7.4405198097229,2.9847462428733706e-05,-5.837276694364846e-05,0.0008166173356585205,0.00018090210505761206,0.0020750999683514237,0.0,0.0,0.00017351825954392552,0.6825970206570525
29,-0.00010575596109860456,-6.661772415362723,-0.0012584878410249907,2.8306002588546615e-05,-0.0011442296200740098,1.8524898450777982e-06,-13.198980331420898,0.0019466887461021543,-6.2416253089904785,-0.0005130291101522744,-0.0012271605664864182,0.0004083060484845191,4.691934009315446e-06,0.0020543000428006053,0.0,0.0,0.00017351825954392552,0.6825970206570525
30,-8.984185631561505e-05,-13.068782560095183,0.00020989703267479393,0.00012798127652391118,0.0003832342234476607,2.667209173523588e-07,-15.137063026428223,0.0007361957686953247,-7.214014530181885,0.00017523957649245858,0.0002062429703073576,0.0006148177781142294,9.46086656767875e-05,0.005492500029504299,0.0,0.0,0.00017351825954392552,0.6825970206570525
31,-3.361943099547121e-05,-11.138628162869535,-0.0005339541532444829,-2.4629804115287662e-05,0.0005092121681412659,4.781161351274932e-07,-14.553412437438965,0.0010604939889162779,-6.849020481109619,0.00023165260790847242,-0.0005195267149247229,0.0005519452970474958,6.668415880994871e-05,0.0022190000163391232,0.0,0.0,0.00017351825954392552,0.6825970206570525
32,-4.185762309788131e-05,-3.8470395633104304,-0.0010306421091709193,-3.475994762469055e-05,-0.001023117637357711,1.2741423915940686e-06,-13.573237419128418,0.0016454088035970926,-6.40976619720459,-0.00045891987974755466,-0.001005785190500319,0.00031954594305716455,4.186145088169724e-05,0.005426299991086125,0.0,0.0,0.00017351825954392552,0.6825970206570525
33,0.002259697038621639,-16.568360851718378,-0.001895602471821354,0.0009289152263592845,-0.0017767425092187756,4.31767375630443e-06,-12.35279369354248,0.003079287940636277,-5.783056735992432,-0.0007962422678247094,-0.001845739665441215,0.0007300181314349174,0.00014459388330578804,0.0026372000575065613,0.0,0.0,0.00017351825954392552,0.6825970206570525
34,1.7836144907082813e-05,-13.214126817654039,-0.005042799583255135,-0.00025074431846524746,-0.00501590511328444,2.9436629120027646e-05,-10.433270454406738,0.007527561858296394,-4.88918399810791,-0.0022543519735336304,-0.004915069788694382,0.0006195787573233247,9.67013620538637e-05,0.00245820009149611,0.0,0.0,0.00017351825954392552,0.6825970206570525
35,-0.0007947747985107745,-6.308782925117587,-0.0013759251397834917,-3.174188872291142e-06,0.0013744277087842126,2.2639949293079553e-06,-12.998379707336426,0.0021639422047883272,-6.135823726654053,0.0006203175289556384,-0.0013417574809864163,0.0003971554688178003,6.579131877515465e-06,0.0021129000233486295,0.0,0.0,0.00017351825954392552,0.6825970206570525
36,-0.006333601300601423,2.6085855736112205,-0.0006052133875308471,0.0015256407756899853,0.0006236116047121028,4.477030586258479e-07,-14.619135856628418,0.0010046933311969042,-6.903072834014893,0.00028123194351792336,-0.0005928319878876209,0.00012073637481080368,0.00014052237384021282,0.002568800002336502,0.0,0.0,0.00017351825954392552,0.6825970206570525
37,-0.0013226591699402469,-24.078298057201774,-0.004194963654714864,-0.00031119740171816105,-0.003217647477766088,1.929182508320082e-05,-10.855829238891602,0.006145934574306011,-5.091964244842529,-0.0014435281045734882,-0.00408562645316124,0.0009845963213592768,0.00024896353716030717,0.002572900033555925,0.0,0.0,0.00017351825954392552,0.6825970206570525
38,-9.094936140669525e-06,-0.9396265363160364,-4.126772796886232e-05,-4.388851870609262e-05,1.726074884867859e-05,3.177887464289597e-08,-17.264463424682617,0.00020833665621466935,-8.47635555267334,8.851903658069205e-06,-4.19589523517061e-05,0.00022911901760380715,8.593257371103391e-05,0.002061599981971085,0.0,0.0,0.00017351825954392552,0.6825970206570525
39,0.0005188012326229568,-29.99999684661828,-5.940264101726359e-05,-7.887145574840273e-06,6.481109279680235e-05,7.670888635402662e-07,-14.080662727355957,0.0008462530095130205,-7.074692249298096,3.448769712122157e-05,-5.202172542340122e-05,0.0011910009197890759,0.00032848623231984675,0.0025689000030979514,0.0,0.0,0.00017351825954392552,0.6825970206570525
40,-6.193514185132318e-06,-2.0422302009256064,1.6282250975138906e-05,-9.231775928967754e-05,2.5407321177842703e-05,3.741240561794257e-08,-17.10126304626465,0.00019332421652507037,-8.551141738891602,1.2668341696553398e-05,1.4461837054113857e-05,0.00026326265651732683,6.912541721248999e-05,0.002607199945487082,0.0,0.0,0.00017351825954392552,0.6825970206570525
41,5.958373138263205e-06,-8.726957473645871,0.00015000135620892873,-3.099435472420725e-06,6.313514859763554e-05,1.3537197673940682e-07,-15.815239906311035,0.00043011445086449385,-7.751459121704102,3.0575327400583774e-05,0.00014667987124994397,0.00047418332542292774,3.1535168091068044e-05,0.0021217999747022986,0.0,0.0,0.00017351825954392552,0.6825970206570525
42,-0.0017976187674815557,-29.99993647028748,-0.006,-0.00017402229184958784,-0.006,4.217812238493934e-05,-10.073609352111816,0.009298643097281456,-4.677886962890625,-0.002694675698876381,-0.005844080820679665,0.0011913211783394217,0.0003284525591880083,0.005346499965526164,0.0,0.0,0.00017351825954392552,0.6825970206570525
43,-6.179980873940874e-05,-9.679568842985786,4.567416096622796e-05,0.00011475022823320235,5.2592060415141044e-05,1.3115952413045306e-07,-15.846851348876953,0.00034629914443939924,-7.968207359313965,2.5965813620132394e-05,4.521856681094505e-05,0.0005047937738709152,4.543575778370723e-05,0.005343699944205582,0.0,0.0,0.00017351825954392552,0.6825970206570525
44,-1.0094712453014008e-05,-6.708560196163585,-0.00016251995972310662,-4.486228966994358e-06,0.00016659544324891317,1.1502670815843885e-07,-15.97810173034668,0.00044273491948843,-7.72253942489624,7.684870070079342e-05,-0.00015857817197684199,0.0004097860073670745,4.830093530472368e-06,0.002059199963696301,0.0,0.0,0.00017351825954392552,0.6825970206570525
45,3.610598069392735e-05,-4.504498850225485,0.00010410827444076237,7.002841998210043e-06,-9.89741981884909e-05,7.037129279297005e-08,-16.469480514526367,0.0003298417432233691,-8.016897201538086,-4.296443876228295e-05,0.00010077769547933713,0.0003401649883016944,3.2034215109888464e-05,0.0026442999951541424,0.0,0.0,0.00017351825954392552,0.6825970206570525
46,-1.8298420858239362e-06,-9.41606954332958,1.8783307276878343e-05,-1.4452386619191292e-05,-1.3105502898915396e-05,1.2439949159670505e-07,-15.899767875671387,0.0002915155200753361,-8.140417098999023,-3.6354581425257493e-06,1.892872569442261e-05,0.0004963126266375184,4.159006857662462e-05,0.0025622000684961677,0.0,0.0,0.00017351825954392552,0.6825970206570525
47,8.762555212817118e-07,-7.916687998852196,2.7407719504671246e-05,-2.94636262265074e-06,3.390874542688568e-05,1.0168775332886071e-07,-16.10135841369629,0.00027825855067931116,-8.186960220336914,1.730920121190138e-05,2.6931025786325336e-05,0.0004482571966946125,1.9779465219471604e-05,0.005295600043609738,0.0,0.0,0.00017351825954392552,0.6825970206570525
48,2.0535125618238234e-06,-7.764219383078901,-7.692283537122934e-05,4.80988376938677e-06,-7.02341784907182e-05,1.0492657764871183e-07,-16.070005416870117,0.00033490097848698497,-8.001675605773926,-2.957656397484243e-05,-7.483277295250446e-05,0.0004433894355315715,1.7593825759831816e-05,0.0020526000298559666,0.0,0.0,0.00017351825954392552,0.6825970206570525
49,7.898971471911791e-05,-13.82873394414705,-9.230373327863851e-05,-0.0001246670205513406,0.0001967030889868679,2.2632700336089329e-07,-15.301284790039062,0.0005522414576262236,-7.501525402069092,9.141030022874475e-05,-8.820195944281295e-05,0.000639722915366292,0.00010553541505942121,0.0021416000090539455,0.0,0.0,0.00017351825954392552,0.6825970206570525
50,-0.0001395448757651059,-6.456776841902674,9.309949424493526e-05,-0.0009129903610660509,-0.00017550037263027037,9.490003805012748e-08,-16.170442581176758,0.00037125247763469815,-7.898628234863281,-7.712949445703998e-05,9.057998977368698e-05,0.0004018271283712238,5.258851160760969e-06,0.005524200038053095,0.0,0.0,0.00017351825954392552,0.6825970206570525
51,2.6705185039176567e-05,-27.213518146044485,-0.0001320274817396166,-7.048494881909472e-06,0.00013647473087563967,6.59579256989673e-07,-14.231663703918457,0.0008820756920613348,-7.033232688903809,6.63052051095292e-05,-0.00012351362966001034,0.001093140454031527,0.0002913731732405722,0.0054663000628352165,0.0,0.0,0.00017351825954392552,0.6825970206570525
52,7.387374518415836e-07,-8.593797666687973,0.0001520195152091983,-3.325249538688822e-06,0.00015881997719683052,1.3835300194386946e-07,-15.79345703125,0.00047198173706419766,-7.658570289611816,7.36146976123564e-05,0.00014861147792544216,0.00046991612180136144,2.959499033750035e-05,0.002619700040668249,0.0,0.0,0.00017351825954392552,0.6825970206570525
53,-2.8809942213610927e-05,-9.807611220520545,0.00014516993417964126,-9.809153909821737e-05,0.0001521880645774688,1.5587086465984612e-07,-15.674238204956055,0.000491176382638514,-7.618707180023193,7.080220530042425e-05,0.00014226105122361332,0.0005089221522212029,4.730414366349578e-05,0.0026579999830573797,0.0,0.0,0.00017351825954392552,0.6825970206570525
54,3.5241736653887904e-06,-10.530014876230014,-0.0002007604547349982,-4.150023768593145e-06,5.897756093204679e-05,1.821052961759051e-07,-15.518680572509766,0.0005188201903365552,-7.563953399658203,2.896020669140853e-05,-0.00019482635252643377,0.0005322349024936557,5.783241431345232e-05,0.005360099952667952,0.0,0.0,0.00017351825954392552,0.6825970206570525
55,0.0001766242581007456,-16.14593080033128,-0.00036465433934544135,-5.854978299853726e-06,-0.0003434341667438989,4.1368858205714787e-07,-14.698152542114258,0.0009318618103861809,-6.978325843811035,-0.00015131442341953516,-0.0003531352849677205,0.000716214592102915,0.00013860959734302014,0.00206990004517138,0.0,0.0,0.00017351825954392552,0.6825970206570525
56,3.917024894489816e-06,-4.815293027248839,6.397887737755811e-05,-2.909037871353185e-06,6.928391741160887e-05,6.64917294557199e-08,-16.526187896728516,0.000283211178611964,-8.169317245483398,3.2794785511214286e-05,6.173747533466667e-05,0.0003499395097605884,2.7418345780461095e-05,0.002057200064882636,0.0,0.0,0.00017351825954392552,0.6825970206570525
57,5.061110416783763e-06,-9.068746935095255,-7.491991243083354e-05,-3.3988044939940208e-06,-6.46116708394499e-05,1.243335532308265e-07,-15.900298118591309,0.0003602233773563057,-7.928786277770996,-2.68624207819812e-05,-7.252579234773293e-05,0.000485149648739025,3.652065424830653e-05,0.002227199962362647,0.0,0.0,0.00017351825954392552,0.6825970206570525
58,0.0008311547071338922,-1.6182654204645301,-1.0104801220658378e-05,-2.3527882058760057e-06,-8.846066386823737e-06,3.4261436354654506e-08,-17.189245223999023,0.00017701921751722693,-8.639252662658691,-2.8038298296451103e-06,-1.1384696335881017e-05,0.0002500667469576001,7.559462392237037e-05,0.0020852999296039343,0.0,0.0,0.00017351825954392552,0.6825970206570525
59,-5.678849722422089e-05,8.803640404402335,-0.0015649403749758493,-0.0005095298687493902,-0.006,9.66362131293863e-06,-11.547142028808594,0.004382339771836996,-5.430172443389893,-0.0027002105489373207,-0.001530329929664731,6.501746975118294e-05,0.0002385818079346791,0.002606599940918386,0.0,0.0,0.00017351825954392552,0.6825970206570525
60,2.3600446495548804e-05,-29.966694334772367,-0.0010766149114565858,-0.00012183091812968731,-0.0005281690471583741,1.9052592961088521e-06,-13.170892715454102,0.0020351349376142025,-6.197193145751953,-0.00023235824482981116,-0.001043809112161398,0.0011898966040462255,0.0003280383534729481,0.002501400071196258,0.0,0.0,0.00017351825954392552,0.6825970206570525
61,1.0922003526379944e-06,-7.624094282897527,1.073358916915196e-05,-1.4324851064143228e-06,-3.448353709876533e-06,9.655929744667446e-08,-16.153108596801758,0.0002383120299782604,-8.34192943572998,4.573616934067104e-07,1.059407259162981e-05,0.00043891946552321315,1.5601721315761097e-05,0.0020342000061646104,0.0,0.0,0.00017351825954392552,0.6825970206570525
62,7.34091380937134e-06,-5.510147286451864,0.00011979877301551212,-3.5386274286691825e-08,-0.00011271964138827444,8.52213588586892e-08,-16.278013229370117,0.0003599031479097903,-7.929675579071045,-4.901030479231849e-05,0.00011635353439487517,0.0003718403459060937,1.7238255168194883e-05,0.0026086000725626945,0.0,0.0,0.00017351825954392552,0.6825970206570525
63,1.6716279065877433e-06,-0.5170434866224891,0.0005641514464381039,-5.496509727605533e-05,0.0005314388412879982,3.8582700767619826e-07,-14.767876625061035,0.0009426207980141044,-6.966846466064453,0.00024017458781599998,0.0005482048727571964,0.00021608173847198486,9.240095823770389e-05,0.002655700081959367,0.0,0.0,0.00017351825954392552,0.6825970206570525
64,5.713268330236753e-07,-9.686665815173704,-6.528007176908303e-06,-3.930230415436146e-06,1.2961991113798024e-05,1.2865835685715865e-07,-15.866105079650879,0.0002890900068450719,-8.148772239685059,8.133285518852063e-06,-5.676756245520664e-06,0.0005050209583714604,4.553897451842204e-05,0.002468300051987171,0.0,0.0,0.00017351825954392552,0.6825970206570525
65,-6.157188452028033e-05,-6.036335792160821,-0.0004995987591134664,-3.150755579139725e-06,0.0005068054135642995,3.659100684672012e-07,-14.820878028869629,0.0009164484217762947,-6.995004653930664,0.00022984927636571229,-0.0004874143050983548,0.0003884784528054297,9.891328772937413e-06,0.005392199964262545,0.0,0.0,0.00017351825954392552,0.6825970206570525
66,4.294491965254739e-06,4.778274187336668,-2.8750254348298056e-05,-1.247882493168943e-05,-1.330332794297405e-05,1.7783449379749072e-08,-17.84499740600586,0.00015191400598268956,-8.792196273803711,-5.669527126883622e-06,-3.1386796763399616e-05,5.507569221663289e-05,0.00017463967378716916,0.002611099975183606,0.0,0.0,0.00015191400598268956,0.6825970206570525
67,1.2468233544959326e-06,-5.378349180752226,-0.00013033089768085503,-3.0953342802477432e-06,-0.00012380676281060335,8.696725473100742e-08,-16.257734298706055,0.0003749907773453742,-7.888608932495117,-5.401783710112795e-05,-0.00012755919306073338,0.00036768108839169145,1.9146415070281364e-05,0.005331199965439737,0.0,0.0,0.00015191400598268956,0.6825970206570525
68,0.0002409659666273906,5.287736507001609,-0.0008808803138735925,0.00025083764238030006,0.0009122116691975389,9.298666441281966e-07,-13.888224601745605,0.0013843760825693607,-6.582505702972412,0.0004107448039576411,-0.000862366461660713,3.9854021451901644e-05,0.00018267582345288247,0.00253220007289201,0.0,0.0,0.00015191400598268956,0.6825970206570525
69,-0.00011740709415813266,-4.045836682621836,0.0001659245497687383,7.419352522574735e-06,-0.00015705297568470488,8.450111721458597e-08,-16.286500930786133,0.0004124146653339267,-7.793481349945068,-6.91632812959142e-05,0.00016092155419755727,0.00032577893580310047,3.88807020499371e-05,0.005617200047709048,0.0,0.0,0.00015191400598268956,0.6825970206570525
70,-7.944638032781706e-06,-29.999999999429047,0.005999891027648428,0.0011790529242353665,-0.005999884300840039,4.2316369217587635e-05,-10.07033634185791,0.009310323745012283,-4.676631450653076,-0.0026946249417960644,0.005855950992554426,0.00119100755546242,0.0003284880658611655,0.0019851000979542732,0.0,0.0,0.00015191400598268956,0.6825970206570525
71,1.7230802316493698e-05,-3.0806134582332607,-0.00015374523057736956,4.449324216394823e-05,-0.0034277969890884885,2.4430034955003066e-06,-12.922282218933105,0.0018666456453502178,-6.283612251281738,-0.0015411311760544777,-0.00015102502948138863,0.00029558016103692353,5.3398751333588734e-05,0.0023743000347167253,0.0,0.0,0.00015191400598268956,0.6825970206570525
72,-9.649974811664123e-05,-7.625572515604592,-0.0004701443864412732,-5.2201749985626456e-05,-0.00045991926771283425,3.484807962195191e-07,-14.869682312011719,0.0008905146387405694,-7.023711204528809,-0.00020495431090239435,-0.0004582609690260142,0.0004389745881780982,1.56241403601598e-05,0.002794800093397498,0.0,0.0,0.00015191400598268956,0.6825970206570525
73,1.4710274274210557e-06,-7.508721444045208,1.451710659309665e-05,-3.4193411673586426e-06,2.2597844615598467e-05,9.516608656667813e-08,-16.16764259338379,0.00025102333165705204,-8.28996467590332,1.2161941413069144e-05,1.4251552784116939e-05,0.0004352410032879561,1.3978698007122148e-05,0.0025604000547900796,0.0,0.0,0.00015191400598268956,0.6825970206570525
74,1.6105511236876938e-05,-6.7442384286281145,0.0005239799866346242,-1.513471924171383e-05,0.004312962087186209,4.119479399378179e-06,-12.399784088134766,0.0026614454109221697,-5.9288859367370605,0.0019427186343818903,0.0005107688484713435,0.00041091744787991047,4.998487838747678e-06,0.002618500031530857,0.0,0.0,0.00015191400598268956,0.6825970206570525
75,2.2290297431937403e-06,-10.320081776321121,-6.384280475558451e-05,-7.20513095748601e-06,-5.279079396445154e-05,1.4377428669831716e-07,-15.755021095275879,0.00037286628503352404,-7.894290924072266,-2.1365447537391447e-05,-6.138807657407597e-05,0.0005254506249912083,5.477492595673539e-05,0.005352500011213124,0.0,0.0,0.00015191400598268956,0.6825970206570525
76,5.593486851639591e-06,-7.14351585941155,-1.2348711798920826e-05,-3.3716850387156636e-06,-8.75441198504337e-06,8.991280964210091e-08,-16.22442626953125,0.00023037008941173553,-8.375823020935059,-1.9978238015028182e-06,-1.2042291018588003e-05,0.000423610326834023,9.049644177139271e-06,0.004566999967209995,0.0,0.0,0.00015191400598268956,0.6825970206570525
77,-0.0008603060156042332,-4.800417649099708,-0.0021996583871121854,-2.9361684847055975e-06,0.0022323950779208797,5.676255568687338e-06,-12.079218864440918,0.0033400796819478273,-5.701760768890381,0.001006192876957357,-0.00214531272649765,0.00034952451824210584,2.762358053587377e-05,0.002495999913662672,0.0,0.0,0.00015191400598268956,0.6825970206570525
78,-0.00021957222490777677,-6.895407562415046,0.004487759308498957,0.0026613712076252074,-0.005585732313148862,2.554225102358032e-05,-10.575176239013672,0.007098364178091288,-4.947890758514404,-0.0025116729084402323,0.004375767428427935,0.00041566783329471946,6.1791229200025555e-06,0.0021921000443398952,0.0,0.0,0.00015191400598268956,0.6825970206570525
