step,q1,q2,cv,q3,ch,mse,log_mse,mae,log_mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,learned_d1,learned_d2,learned_d3,learned_d4,learned_d5,learned_d6,error_d1,error_d2,error_d3,error_d4,error_d5,error_d6
38,1.200312339358689e-05,-8.298935660709269,4.127718181086429e-05,15.541049294022294,-1.9785566229907846e-06,5.018098381270875e-09,-19.110214233398438,9.757195948623121e-05,-9.234920501708984,-8.465295309179055e-07,6.13680385868065e-05,3.4262029657838866e-05,3.645276228780858e-05,0.005551700014621019,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
39,-0.00014607268340367582,-17.46111168499976,0.00018613152526748556,13.503507103184022,-0.00017491355278908047,1.297684804058008e-07,-15.857513427734375,0.000578388455323875,-7.455265045166016,-8.985219756141305e-05,0.0002727916289586574,0.00024283745733555406,0.0001886518730316311,0.0055828000186011195,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
40,1.261809014452733e-05,-7.755924844699041,0.00015354514745922175,9.546388262583827,-0.00013531931902874828,6.443318056881253e-08,-16.557636260986328,0.00037866862840019166,-7.878849029541016,-6.949077942408621e-05,0.00020405363466124982,0.0001882820506580174,2.1966392523609102e-05,0.011701200040988624,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
41,1.2431264789249607e-05,-6.5628418076254915,0.0013524200242342756,-2.3414634733676856,0.001430965440154407,2.491245822966448e-06,-12.902728080749512,0.0023430599831044674,-6.056297302246094,0.0007462883950211108,0.0013488559052348137,0.0004790539387613535,1.6777314158389345e-05,0.005576200084760785,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
42,1.2393848389468154e-05,-8.625298641551051,5.3512519905421766e-05,14.66226722469867,1.2417442135823612e-05,8.530681050444855e-09,-18.57959747314453,0.0001293850946240127,-8.952717781066895,6.76835588819813e-06,7.865722000133246e-05,6.307688454398885e-05,2.484213291609194e-05,0.005579099990427494,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
43,1.2567528207974942e-05,-6.737240559407393,7.110452307832912e-05,14.799008558975544,-6.40127027926861e-05,1.501077129262285e-08,-18.014497756958008,0.0001889000996015966,-8.574292182922363,-3.311377440695651e-05,0.00010415237193228677,3.1622243113815784e-05,7.1645641583018e-05,0.005674800020642579,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
44,1.202060138510486e-05,-8.706428940033657,-6.697498255623189e-05,9.478630739434637,-0.00010818148140021174,3.3201100535507067e-08,-17.22068214416504,0.0002532186626922339,-8.281257629394531,-5.52818164578639e-05,-8.934863581089303e-05,0.0002104235754813999,6.75285355100641e-06,0.007052000029943883,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
45,7.802066086866413e-06,-10.323827430602577,-0.00012313279607509652,1.3072946300743096,0.00013117289627517028,1.4980882667714468e-07,-15.713906288146973,0.0004842819180339575,-7.632843494415283,7.04773046891205e-05,-0.00013434202992357314,0.0005001312238164246,5.8793950302060694e-05,0.005587399937212467,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
46,1.1885425699086613e-05,-12.580697902726735,2.176551332563031e-05,7.938729892305485,-1.5339503608026697e-05,6.428609111708283e-08,-16.55992317199707,0.00025095208548009396,-8.29024887084961,-6.405614840332419e-06,2.934192707471084e-05,0.00034586104447953403,8.454804628854617e-05,0.005581500008702278,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
47,2.4215905109017565e-05,-2.103415118409109,-9.74452695231099e-05,16.05654157799978,-0.00013028003037231497,4.955229826464347e-08,-16.82023811340332,0.00035020304494537413,-7.956997394561768,-6.79784789099358e-05,-0.00015239318599924445,6.017971463734284e-05,0.0001994830381590873,0.005650700069963932,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
48,1.2776194296671784e-05,-7.343930205839798,-1.4910017062959798e-06,6.877014345232679,1.560096541753685e-05,3.1901308261694794e-08,-17.260618209838867,0.0001463461812818423,-8.829535484313965,9.273346222471446e-06,-2.372363496760954e-06,0.0002515998494345695,1.780108141247183e-05,0.0057215000269934535,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
49,1.226745274118794e-05,-8.380595743209696,1.792684868489436e-05,9.362590669360275,-4.1543042689186264e-05,2.238922292008283e-08,-17.614686965942383,0.00015221713692881167,-8.790202140808105,-2.064570799120702e-05,2.346537439734675e-05,0.00020672367827501148,9.488447176408954e-06,0.005703700007870793,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
50,1.2947903852575377e-05,-0.5287902627120071,-3.715048569881534e-05,9.339519312280624,-7.85397933035907e-05,2.1023868868041973e-08,-17.6776065826416,0.00020280534226913005,-8.503263473510742,-4.060860374011099e-05,-5.274623617879115e-05,4.152971087023616e-05,0.00017737128655426204,0.005605299957096577,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
51,1.6089251578237912e-05,-9.07670915973766,-0.000136532435433131,4.022372736292631,0.00014716677897222581,1.0388179561005018e-07,-16.08001136779785,0.0004421194607857615,-7.723930358886719,7.825364446034655e-05,-0.00016005247016437352,0.0003787461610045284,2.888051858462859e-05,0.0058253000024706125,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
52,1.1845095203823211e-05,-13.348299657350323,0.00022217733421783963,9.470574500958573,-0.00021331574537258692,1.5354372351339407e-07,-15.68928050994873,0.0006113473791629076,-7.399845123291016,-0.00010951006697723642,0.0002972147485706955,0.00031113202567212284,9.811313066165894e-05,0.0056078999768942595,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
53,1.1710828076731224e-05,-15.727510462594813,0.00013847380043635052,12.131273414792675,0.00010167615353141988,8.779713311923842e-08,-16.24823760986328,0.00045775584294460714,-7.689174652099609,5.4071846534498036e-05,0.00019746141333598644,0.0002641415048856288,0.0001483036467107013,0.005551800015382469,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
54,1.2789558280037899e-05,-10.674412293404577,-3.392013873664185e-05,11.922722798601761,4.224440978723301e-05,1.9084712477024368e-08,-17.774377822875977,0.0001762970059644431,-8.643340110778809,2.2787142370361835e-05,-4.714519309345633e-05,0.00017728254897519946,3.544677747413516e-05,0.005628500017337501,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
55,1.1678127967331327e-05,-11.354639804890958,0.0002781224811775785,10.165555722533554,0.00024100846533137689,1.8935961065835727e-07,-15.479618072509766,0.0006530854152515531,-7.333802700042725,0.0001264489401364699,0.00037645723205059767,0.00024555440177209675,5.48041716683656e-05,0.005463000037707388,0.0,0.0,9.218146442435682e-05,0.10516972160385302,0.30972908844034114,0.10129280379574328,0.0,0.0,0.0,0.094830278396147,0.19027091155965886,0.07870719620425672,0.24,0.16,0.52
